"dateonly","timeonly","DATE","CALLSIGN","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","REMARKS","MORID.CEDAR","FACILITY.CEDAR","UTCTIME.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR","UASLOCATION","DATASET"
2018-02-27,"01:28","2018-02-27T01:28Z","CFAKN","DEN","UAS",NA,"PSP","Aircraft reported a UAS18 NW of PSPwhileESE bound at 15,000 feet . Evasive action was taken. Palm SpringsPD notified at 760-323-8111.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18 NW of PSP","AIRPORT"
2018-03-12,"00:16","2018-03-12T00:16Z","N1083L","DEN","UAS",NA,"WOC","Aircraft reported a UAS at 4,500 feet7 NW of ILG.No evasive actiontaken.PHL Airport police were notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 NW of ILG","AIRPORT"
2018-03-22,"04:41","2018-03-22T04:41Z","FFT1683","DEN","UAS",NA,"BNA","Aircraft reported a black quad-copter UAS 400 feet below off the right side while NW bound at 5,000 feet 5 WNW of BNA. No evasive action taken. Local LEO notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 WNW of BNA","AIRPORT"
2018-03-28,"05:48","2018-03-28T05:48Z","MHO08","DEN","UAS",NA,"HNL","Reported a UAS along the freeway at 2,000 feet while E bound 3.9 E of HNL. 911 notified. No further information provided.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.9 E of HNL","AIRPORT"
2018-03-28,"05:50","2018-03-28T05:50Z","MHO35","DEN","UAS",NA,"HNL","Reported a UAS at the same altitude while ESE bound at 2,100 feet 6 SE of HNL. Honolulu PD notified via 911.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 SE of HNL","AIRPORT"
2018-04-18,"01:42","2018-04-18T01:42Z","LIMO8","DEN","UAS",NA,"WOC","Aircraft reported a UAS while ENEbound at 3,500 feet 7 NE of LAS.No evasive action reported. Police helo notified on frequency.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 NE of LAS","AIRPORT"
2018-04-30,"23:02","2018-04-30T23:02Z","SDT25","DEN","UAS",NA,"NTU","VACAPES reported SaltyDog25 reported a UAS 500 feet above aircraft while climbing from 16,500 feet, 16 SSE of SWL. No evasive action taken. LEO was not notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 SSE of SWL","AIRPORT"
2018-05-13,"00:07","2018-05-13T00:07Z","N7335J","NCRCC","UAS",NA,"PCT","1757: Reported a white, rotorcraft type UAS 6 N of RIC at 2,200 feet, Nbound. No evasive action reported. Richmond PD notified at 804-646-5100. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 N of RIC","AIRPORT"
2018-05-14,"18:29","2018-05-14T18:29Z","JIA5460","DEN","UAS",NA,"GSO","Aircraft reported almost hitting a UAS or balloon while NE bound at 6,000 feet 5 SE of GSO. No evasive action was taken. LEO not notified. GSO advised HQ DEN Aircraft was on the standard downwind for GSO, numerous other Aircraft flew the downwind before and afterJIA5460with no other sightings.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 SE of GSO","AIRPORT"
2018-05-15,"23:40","2018-05-15T23:40Z","N689SP","DEN","UAS",NA,"LVK","Aircraft observed a UASone mile off right wing while WSWbound at 2,200 feet, 5 ENE of LVK. No evasive action taken. LEOnot contacted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 ENE of LVK","AIRPORT"
2018-05-19,"06:01","2018-05-19T06:01Z","N964LT","DEN","UAS",NA,"MLU","Aircraft reported a red, basketball-sized, UAS off the right side at 600 feet, same altitude,2 NE of MLU. No evasive action taken. Ouachita Parish Sheriff notified at 318-329-1200.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 NE of MLU","AIRPORT"
2018-05-20,"02:49","2018-05-20T02:49Z","AWI3912","DEN","UAS",NA,"BNA","Aircraft reported overflying a fixed wing UAS by 100 feet while SWbound at 1300 feet, 3 NE of EVV. No evasive action taken. Vanderburgh Sheriff notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 NE of EVV","AIRPORT"
2018-05-24,"06:46","2018-05-24T06:46Z","AAY1303","DEN","UAS",NA,"CVG","Aircraft reported a UAS passing within 40 feet ofAircraft whileN bound at 8,500 feet, 5 SE of CVG. No evasive action taken. Kenton CountyPD notified at 859-356-3191. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 SE of CVG","AIRPORT"
2018-05-26,"09:44","2018-05-26T09:44Z","N281HC","DEN","UAS",NA,"S56","Aircraft reported aUAS at his 12O'clock position while N bound at 6300 feet,7 N of FFU. Pilot descended approximately 300 feet to avoid the UAS. No evasive action taken. SLC ARPT PDnotified at 801-575-2401.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 N of FFU","AIRPORT"
2018-05-31,"04:09","2018-05-31T04:09Z","N24932","DEN","UAS",NA,"STS","Aircraft observed a UAS at same altitude, while Wbound at 3,000 feet, 4.5 E of STS. No evasive action reported. Santa Rosa PDnotified at 707-565-2121.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5 E of STS","AIRPORT"
2018-06-01,"20:22","2018-06-01T20:22Z","MUSL7","NCRCC","TOI-NCR FRZ","MOR, TOI, UAS","ADW","DCA-1: DCA070008 (7 N of ADW), MUSL7 reported a gray UAS quad-copter, NE bound at 800 feet. Aircraft was S bound. No evasive action reported. PG County Sheriff notified at 301-352-1200, and MD State Police notified at 301-568-8101. ADW filing MOR. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 N of ADW","AIRPORT"
2018-06-27,"02:50","2018-06-27T02:50Z",NA,"DEN","UAS",NA,"CSG","ATCT reported a large, white quad copter UAS, 3 SW of CSG. No acft affected. Columbus Public Safety notified at 706-323-4041.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 SW of CSG","AIRPORT"
2018-07-02,"21:06","2018-07-02T21:06Z","CPZ6011","DEN","UAS",NA,"SJC","Aircraft reported UAS while WNW bound at 800 feet 2 ESE of SJC. No evasive action taken. San Jose Police notified 708-288-8900. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 ESE of SJC","AIRPORT"
2018-07-04,"10:00","2018-07-04T10:00Z","N89071","DEN","UAS",NA,"WOC","Aircraft observed a UAS while operating at 2,000 feet, 10 NW of TIW.No evasive action taken. Gig HarborPD notified at 253-851-2236.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NW of TIW","AIRPORT"
2018-07-04,"10:20","2018-07-04T10:20Z","SWA276","DEN","UAS",NA,"SCT","Aircraft observed a black and white UAS while heading W bound at 4,000 feet, 30 ENE of SJC. No evasive action taken. LEOnotification was not reported.WOCC received via DRA, not called into DEN. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30 ENE of SJC","AIRPORT"
2018-07-08,"23:30","2018-07-08T23:30Z","N925PT","DEN","UAS",NA,"WOC","Aircraft reported a large black quad-copter UAS, 500 feet below, while N bound at 6,000 feet, 8 W of ARB.No evasive action taken. Ann Arbor PDnotified 734-994-2911.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 W of ARB","AIRPORT"
2018-07-09,"00:22","2018-07-09T00:22Z","CNS1214","DEN","UAS",NA,"A90","Aircraft reported a black and red quad-copter UAS, 200 feet above Aircraft, whileS bound at 7,000 feet, 8 SE of PLY. No evasive action taken. MA State PDSE Air Wing notified 508-465-9200.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 SE of PLY","AIRPORT"
2018-07-09,"03:22","2018-07-09T03:22Z","N61705","DEN","UAS",NA,"NCT","Aircraft reported a silver fixed wing UAS, 500 feet below,while maneuvering at 3,000 feet, 32 ENE of OAK.No evasive action taken. Contra Costa Sheriff notified 925-646-2441.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32 ENE of OAK","AIRPORT"
2018-07-28,"05:52","2018-07-28T05:52Z","NKS948","DEN","UAS",NA,"C90","Reported UAS approximately 1 foot in diameter at 1000 feet below, at the 12 o'clock position, E bound at 7000 feet and 6 S of ORD. No evasive action taken. FBI notified 312-829-2677.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 S of ORD","AIRPORT"
2018-08-01,"05:57","2018-08-01T05:57Z","ENY3414","DEN","UAS",NA,"LIT","Reported a quad copter UAS with green and red lights at 2,5000 FT 7 SW of LIT. Evasive action not reported. LEO not notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 SW of LIT","AIRPORT"
2018-08-01,"11:50","2018-08-01T11:50Z","DAL1106","DEN","UAS",NA,"LAX","Reported a blinking light flew directly over them. Due to nighttime visibility only, no identification of UAS given other than blinking light while heading S at 6,000 FT 7 SSW of LAX. No reported evasive action. LA Sheriff Air Division notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 SSW of LAX","AIRPORT"
2018-08-02,"04:18","2018-08-02T04:18Z","UAL792","DEN","UAS",NA,"EWR","Reported a 3 foot in diameter white quad copter UAS, .25 mile off the left side at same altitude of 1,200 feet, 4 N of EWR. No evasive action taken. NJ State PD notified at 609-963-6817.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 N of EWR","AIRPORT"
2018-08-25,"00:29","2018-08-25T00:29Z","N7166E","DEN","UAS",NA,"N90","Reported a white quad copter UAS off the left side at 3,500 feet 5 S of SHIRLEY. No evasive action taken. Suffolk County PD notified at 631-954-5705.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 S of SHIR","AIRPORT"
2018-08-26,"00:14","2018-08-26T00:14Z","N8699N","DEN","UAS",NA,"PDK","Reported a Orange and Gold UAS 500 feet below the aircraft while at 3,000 5 E of PDK while W bound. No evasive action taken. Champlee PD notified at 770-986-5000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 E of PDK","AIRPORT"
2018-08-26,"03:55","2018-08-26T03:55Z","N585GT","DEN","UAS",NA,"LZU","Reported a UAS while E bound at 3,500 feet 4 SW of LZU. PIC executed a right turn to avoid UAS. LEO was not contacted due to late notification to ATCT.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 SW of LZU","AIRPORT"
2018-08-26,"04:06","2018-08-26T04:06Z","PDT4987","DEN","UAS",NA,"AVP","Reported a silver UAS while S bound at 1,200 feet 18 N of AVP. No evasive action taken. PA State Police notified at 877-777-9175.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18 N of AVP","AIRPORT"
2018-08-26,"04:10","2018-08-26T04:10Z","WWI25","DEN","UAS",NA,"MKE","Reported a UAS while WSW bound at 6,500 feet 20 ENE of MKE. No evasive action taken. LEO not notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20 ENE of MKE","AIRPORT"
2018-08-26,"04:56","2018-08-26T04:56Z","N7544Y","DEN","UAS",NA,"MGM","Reported a quadcopter UAS while NW bound at 4,500 feet 10 NNE of MGM. No evasive action taken. Montgomery PD notified at 334-241-2651.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NNE of MGM","AIRPORT"
2018-08-26,"05:05","2018-08-26T05:05Z","NAX7087","DEN","UAS",NA,"SCT","Reported a black quadcopter UAS while WSW bound at 2,500 feet 9 E of LAX. No evasive action taken. LAPD Air Support notified at 213-485-2600.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9 E of LAX","AIRPORT"
2018-08-26,"06:10","2018-08-26T06:10Z","AAL686","DEN","UAS",NA,"P50","Reported a UAS at 2,000 feet below aircraft while N bound at 11,000 feet 15 NNE of PHX. No evasive action taken. PHX Airport PD notified at 602-273-3311.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 NNE of PHX","AIRPORT"
2018-08-26,"07:24","2018-08-26T07:24Z","N805HD","DEN","UAS",NA,"SMO","Reported a UAS while in VCNTY of SMO pier at 400 FT 3 S of SMO. No evasive action taken. Santa Monica Airport police notified via LC frequency.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 S of SMO","AIRPORT"
2018-08-30,"01:08","2018-08-30T01:08Z","N922CW","NCRCC","UAS",NA,"PCT","Reported a UAS at 10,500 feet at the DCA230020 (approximately 7 N of NYG), 18 inches by 18 inches, quad-rotor, no other information available. Aircraft was VFR,Sbound, no evasive action reported. Prince William County Sheriff notified at 703-792-6500.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 N of NYG","AIRPORT"
2018-08-31,"01:34","2018-08-31T01:34Z","DAL1409","DEN","UAS",NA,"N90","Reported a red UAS while NNW bound at 4,000 feet 2 N of LGA. No evasive action taken. NYPD Aviation notified at 516-592-1220.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 N of LGA","AIRPORT"
2018-08-31,"03:35","2018-08-31T03:35Z","JBU2020","DEN","UAS",NA,"Y90","Reported a UAS 100-300 feet above the aircraft while N bound at 3,000 feet 7 SW of ORH. No evasive action taken. MA State PD at 506-872-2508. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 SW of ORH","AIRPORT"
2018-09-05,"19:21","2018-09-05T19:21Z","SWA1447","DEN","UAS",NA,"HPN","Reported a UAS at same altitude of 2,000 feet 8 N of LGA. No evasive action taken. NYPD Aviation notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 N of LGA","AIRPORT"
2018-09-09,"00:19","2018-09-09T00:19Z",NA,"DEN","UAS",NA,"FRG","Aircraft reported an orange and black UAS 1,800 feet 10 NNE of FRG. No evasive action. Not reported to LEO. No additional information provided.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NNE of FRG","AIRPORT"
2018-09-15,"08:49","2018-09-15T08:49Z","LYM2116","DEN","UAS",NA,"D01","Reported a UAS 600 feet above aircraft while SSW bound ay 11,000 feet 10 SW of APA. No evasive action taken. Denver PD notified at 720-913-2000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 SW of APA","AIRPORT"
2018-09-22,"22:02","2018-09-22T22:02Z","N58LU","DEN","UAS",NA,"PMP","Reported a UAS at 700 feet .5 E of PMP. No evasive action taken. Broward County Sheriff notified at 954-831-8905.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".5 E of PMP","AIRPORT"
2018-09-22,"22:13","2018-09-22T22:13Z","SKW4505","DEN","UAS",NA,"MSP","Reported a UAS while SE bound at 2,000 feet, 2 NE of MSP. No evasive action taken. Richland PD notified at 312-861-9700.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 NE of MSP","AIRPORT"
2018-09-23,"22:01","2018-09-23T22:01Z","N2604","DEN","UAS",NA,"WOC","Reported a black and yellow quad copter UAS hovering at 3,900 FT 28 W of ORD over farmland. No evasive action taken. FBI notified at 312-289-2677.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28 W of ORD","AIRPORT"
2018-10-02,"04:07","2018-10-02T04:07Z","N139DA","DEN","UAS",NA,"ROA","Reported a UAS pass 200-300 feet below aircraft while 3 NE of ROA at 2,400 feet. No evasive action taken. Law enforcement was notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 NE of ROA","AIRPORT"
2018-10-04,"02:54","2018-10-04T02:54Z","ENY4102","DEN","UAS",NA,"PHL","Aircraft reported an orange and white UAS 300 feet off the right side while at 2,200 feet 7 S of PHL. No evasive action taken. Philadelphia Airport Police notified at 215-937-6963.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 S of PHL","AIRPORT"
2018-10-09,"01:46","2018-10-09T01:46Z","N5457D","DEN","UAS",NA,"HSV","Reported a UAS within 200 yards below aircraft approximately19.5 N of HSV. No evasive action taken. Local LEO was not notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19.5 N of HSV","AIRPORT"
2018-10-12,"19:24","2018-10-12T19:24Z","EDV5372","DEN","UAS",NA,"N90","Aircraft reported a white UAS between 3,000-3,500 feet 10 W of JFK. No evasive action taken. NYPD Aviation Division notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 W of JFK","AIRPORT"
2018-10-15,"02:25","2018-10-15T02:25Z","ENY3851","DEN","UAS",NA,"N90","Aircraft reported a UAS, 600 feet below,whileNE bound at 4,000 feet, 3 N of LGA. No evasive action reported. NYPDAviation Unit notified at 718-692-1220.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 N of LGA","AIRPORT"
2018-11-09,"05:34","2018-11-09T05:34Z","N712PA","NCRCC","UAS",NA,"HEF","N712PA, DA40 reported a red drone, 5 S of HEF, passed left side of aircraft, approximately 1800 feet, Sbound. No evasive action required. Prince William Police Department notified at 703.792.6500.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 S of HEF","AIRPORT"
2018-11-18,"01:09","2018-11-18T01:09Z","N2566U","CONR","UAS",NA,"BNA","Reported a small UAS quadcopter 200 feet below aircraft while Ebound at 5,500 feet 14 E of BNA. No evasive action taken. Nashville Airport Authority notified at 615-275-1703. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14 E of BNA","AIRPORT"
2018-11-20,"04:06","2018-11-20T04:06Z","LPE2462","CONR","UAS",NA,"ZMA","Observed a UAS while E bound at 400 feet, 1 E of MIA. No evasive action taken. Miami-Dade PD aviation unit notified at 305-876-7373. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 E of MIA","AIRPORT"
2018-11-30,"01:02","2018-11-30T01:02Z",NA,"DEN","UAS",NA,"HSV","Aircraft reported large, white, fixed-wing UASwhileSSE bound at 1,500 feet, 18 NNW of HSV. No evasive action taken. Limestone County Sheriff was notified 256-232-0111.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18 NNW of HSV","AIRPORT"
2018-12-01,"23:57","2018-12-01T23:57Z","EDV5373","CONR","UAS",NA,"STL","Reported a UAS 500 feet above while NW bound at 4,500 feet 8 N of STL. No evasive action taken. STL Bureau of Communications Center notified via 314-615-5360.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 N of STL","AIRPORT"
2018-12-09,"04:27","2018-12-09T04:27Z","LN79BE","DEN","UAS",NA,"P50","Aircraft reported a black UAS off the right at the same altitude of 4,000 while W bound 10 E of PHX. No evasive action taken. PHX Airport PD notified at 602-273-3311.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 E of PHX","AIRPORT"
2018-12-19,"02:44","2018-12-19T02:44Z","QXE2554","DEN","UAS",NA,"PDX","Observed a UAS while Wbound at 500 feet, 1 E of PDX. No evasive action taken. Port of Portland PD notified at 503-460-4747.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 E of PDX","AIRPORT"
2018-12-21,"21:18","2018-12-21T21:18Z","N5516C","DEN","UAS","MOR","ZFW","Aircraft reported a black rotorcraft UAS hovering at same altitude 50 feet off left wing whileSE bound at 13,500 feet, 17 SE of ABI.No evasive action reported. Taylor County Sheriffnotified at 325-674-1300.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17 SE of ABI","AIRPORT"
2018-12-28,"03:50","2018-12-28T03:50Z","UAL1573","DEN","UAS",NA,"N90","Reported a yellow UAS while S bound at 3,700 feet 5 W of LGA. No evasive action taken. NYPD Aviation Unit notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 W of LGA","AIRPORT"
2018-12-28,"06:38","2018-12-28T06:38Z","CMP384","DEN","UAS",NA,"NCT","Reported a quad-copter UAS 300 feet off the left side at the same altitude while N bound at 5,000 11 NW of SJC. No evasive action taken. Palo Alto PD notified at 650-321-4433.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 NW of SJC","AIRPORT"
2018-12-30,"23:44","2018-12-30T23:44Z","DAL1501","DEN","UAS",NA,"RSW","Reported a white UAS 200 feet above the aircraft while ENE bound at 1,100 feet 5 WSW of RSW. No evasive action taken. Lee County Sheriff notified at 239-690-3990.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 WSW of RSW","AIRPORT"
2018-12-31,"01:28","2018-12-31T01:28Z","N6TC","DEN","UAS",NA,"BUR","Reported a UAS 10 feet from the aircraft while circling at 1,600 feet 6 SE of BUR. No evasive action taken. LAPD notified at 213-485-2600.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 SE of BUR","AIRPORT"
2019-01-01,"21:34","2019-01-01T21:34Z","N450HA","DEN","UAS",NA,"PBI","Observed a large yellow UAS while SSE bound at 3,000 feet 38 NNW of PBI. No evasive action taken. Martin County Sheriff notified at 772-220-7170.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38 NNW of PBI","AIRPORT"
2019-01-01,"23:35","2019-01-01T23:35Z","JBU2953","DEN","UAS",NA,"PBI","Reported # UAS 1,000 feet below aircraft while WSW bound at 3,000 feet 10 NW of PBI. No evasive action taken. Palm Beach Sheriff notified at 561-688-3400.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NW of PBI","AIRPORT"
2019-01-01,"23:47","2019-01-01T23:47Z","PDT4972","DEN","UAS",NA,"ZBW","Reported a green UAS while SW bound 200 feet above the aircraft at FL200 15 SW of CCC. No evasive action taken. Suffolk County PD notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 SW of CCC","AIRPORT"
