"dateonly","timeonly","DATE","CALLSIGN","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","REMARKS","MORID.CEDAR","FACILITY.CEDAR","UTCTIME.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR","UASLOCATION","DATASET"
2018-02-28,"22:24","2018-02-28T22:24Z","OSHN128","DEN","UAS",NA,"NMM","Aircraft observed a UAS at the same altitude while S bound at 2,000 feet 5 NM E of 1MS8 (Columbus AFB AUX Field). Aircraft took evasive action to avoid the UAS. NM M advised 2 Aircraft to climb to avoid the UAS, neither Aircraft observed the UAS. NM M put UAS advisory on ATIS. NM M advised base command. HQ DEN contacted Scooba PD at 662-476-8451, Scooba PD will investigate. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM E of NMM","AIRPORT"
2018-03-01,"07:59","2018-03-01T07:59Z",NA,"DEN","UAS",NA,"FAT","ATCT received report of a UAS flying .5 NM N of runways at 800 feet. No aircraft involved. LEO notification unknown.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".5 NM N of FAT","AIRPORT"
2018-03-03,"02:49","2018-03-03T02:49Z","N62CH","DEN","UAS",NA,"I90","Aircraft reported a white quad copter UAS 1,000 feet above them while W bound at 2,000 feet, 15 NM SE Cleveland, TX. No evasive action taken. FBI notified at 713-693-5000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 NM S of I90","AIRPORT"
2018-03-03,"05:48","2018-03-03T05:48Z","N119LM","DEN","UAS",NA,"D10","Aircraft reported a metallic UAS at 6,500 feet while Wbound, 21 NM SE Mesquite,TX. No evasive action taken. LEO notification UNKN.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21 NM S of D10","AIRPORT"
2018-03-07,"01:22","2018-03-07T01:22Z","ENY3644","DEN","UAS",NA,"TYR","Aircraft reported a white and blue UAS off the left side while SSE bound at 2,200 feet, 11 NM WNW of Tyler, TX. No evasive action was taken. LEO was not notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 NM W of TYR","AIRPORT"
2018-03-16,"04:00","2018-03-16T04:00Z","N13312","DEN","UAS",NA,"RNT","Aircraft reported a blue and orange quad-copter UAS at 1,500 feet 8 NM N Renton, WA. No evasive action taken. LEO notification not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 NM N of RNT","AIRPORT"
2018-03-20,"03:08","2018-03-20T03:08Z","CPA884","DEN","UAS",NA,"SCT","Aircraft reported a red UAS 1,000 feet below their aircraft 3 NM E Santa Monica, CA. No evasive action taken. LAPD Air Unit notified at 213-485-2600.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 NM E of SCT","AIRPORT"
2018-03-25,"04:41","2018-03-25T04:41Z","N644SR","DEN","UAS",NA,"NCT","Observed a Quad Copter UAS while SW bound at 6,000 feet, 3 NM E of Fullerton. No evasive action taken. Orange County Sheriff wasnotified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 NM E of NCT","AIRPORT"
2018-03-25,"06:04","2018-03-25T06:04Z","SWA2340","DEN","UAS",NA,"SAT","Observed a white UAS operating 500 feet below while at 4,000 feet, 6.5 NM WNW of San Antonio. No evasive action taken. San Antonio PD notified at 210-207-7484. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.5 NM W of SAT","AIRPORT"
2018-03-26,"03:30","2018-03-26T03:30Z","HLTNET9","DEN","UAS",NA,"CRW","Reported that a UAS operating at 200 feet came within 100 feet of his aircraft while 3.1 NM S of Charleston Airport. No evasive action taken. Charleston PD was notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.1 NM S of CRW","AIRPORT"
2018-03-29,"22:31","2018-03-29T22:31Z","N18782","DEN","UAS",NA,"TLH","Reported observing a UAS operating at 1,600 feet, 4 to 5 NM N of Tallahassee. No evasive action taken. Leon County Sheriff was notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM N of TLH","AIRPORT"
2018-04-02,"00:37","2018-04-02T00:37Z","N6014V","DEN","UAS",NA,"SCT","Aircraft reported a white quad rotor UAS 1,500 feet below aircraft at the 6 o'clock position while NE bound at 4,200 feet, 14 NM N of Trona, CA. No evasive action taken. Riverside County Sheriff notified at 800-950-2444.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14 NM N of SCT","AIRPORT"
2018-04-07,"09:49","2018-04-07T09:49Z","EVAC9","DEN","UAS",NA,"CHD","Reported a NM AC with a UAS at 500 feet, 3 NM SW on CHD. Evasive action not reported. LEO notification not reported. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 NM S of CHD","AIRPORT"
2018-04-15,"20:27","2018-04-15T20:27Z","SWA2733","DEN","UAS",NA,"NCT","Aircraft reported a white quad copter UAS below their aircraft 24 NM ESE of Oakland. No evasive action taken. Alameda county Sheriff notified at 510-667-7721. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24 NM E of NCT","AIRPORT"
2018-05-05,"04:55","2018-05-05T04:55Z","N20488","DEN","UAS",NA,"D01","Aircraft observed a red UAS hovering at 1,000 feet 5 NM S of Aurora, CO. No evasive action taken. LEO not notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM S of D01","AIRPORT"
2018-05-06,"23:59","2018-05-06T23:59Z","N377N","DEN","UAS",NA,"JAN","Aircraft reported a UAS at 1,800 feet, 4 NM SW of Madison, MS. No evasive action taken. LEO notification not reported. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 NM S of JAN","AIRPORT"
2018-05-07,"01:29","2018-05-07T01:29Z","DAL2935","DEN","UAS",NA,"ZBW","Aircraft reported a 1 foot black UAS while E bound at FL190, 10 NM NW New Haven, CT. No evasive action taken. New Haven PD notified at 203-946-6316.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM N of ZBW","AIRPORT"
2018-05-07,"02:09","2018-05-07T02:09Z","N30689","DEN","UAS",NA,"BNA","Aircraft reported a 3 foot wide black UAS while N bound at 4,500 feet, 25 NM SE of Nashville, TN. No evasive action taken. Nashville Airport PD notified at 615-275-1703.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25 NM S of BNA","AIRPORT"
2018-05-07,"05:45","2018-05-07T05:45Z","N2F","DEN","UAS",NA,"I90","Aircraft reported a dark 2 foot long UAS at their 9 o'clock position, 200 feet below their aircraft while NNE bound at 7,000 feet, 20 NM NNW of Palacious, TX. No evasive action taken. Wharton County Sheriff notified at 979-532-1550.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20 NM N of I90","AIRPORT"
2018-05-08,"03:01","2018-05-08T03:01Z","NKS262","DEN","UAS",NA,"ZDC","Aircraft reported a red and white UAS off their left side and at the same altitude of 10,000 feet while N bound, 35 NM SW of Sea Isle City, NJ. No evasive action taken. Rehoboth PD notified at 302-227-2577.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35 NM S of ZDC","AIRPORT"
2018-05-08,"03:13","2018-05-08T03:13Z","ES806","DEN","UAS",NA,"NCT","Aircraft reported a black medium size UAS circled and followed the aircraft while N bound at 4,500 feet, 25 NM ENE of Sacramento, CA. No evasive action taken. Sacramento Sheriff notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25 NM E of NCT","AIRPORT"
2018-05-09,"06:31","2018-05-09T06:31Z",NA,"DEN","UAS",NA,"HSV","ATCT personnelreport a UAS at 200 feet 1-1.25 NM E of tower making N-S runs. No Aircraft involved. HSV Airport police notified at 256-772-9395.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-1.25 NM E of HSV","AIRPORT"
2018-05-09,"11:43","2018-05-09T11:43Z","N828EX","DEN","UAS",NA,"JAX","Aircraft reported a quad copter UAS off left side while S bound at 5,000 feet 2 NM NW2FAS. No evasive action reported. Sumter County Sheriff notified at 352-793-0222.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 NM N of JAX","AIRPORT"
2018-05-12,"12:12","2018-05-12T12:12Z","CAHP37","DEN","UAS",NA,"NCT","Aircraft reported a UAS while ESE bound at 500 feet 1 NM NW of San Jose, CA. No evasive action was taken. CAHP, California Highway Patrol.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 NM N of NCT","AIRPORT"
2018-05-15,"04:13","2018-05-15T04:13Z","EAGLE33","DEN","UAS",NA,"NCT","Reported a red UAS pass within 200 feet from the 12 o'clock while SSW bound at 16,000 feet, 22 NM SSE of Merced, CA. No evasive action taken. Fresno County Sheriff notified at 559-488-3111.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22 NM S of NCT","AIRPORT"
2018-05-16,"09:01","2018-05-16T09:01Z","N28AH","DEN","UAS",NA,"FAI","PIC reported a blue medium-sized UAS pass 500 feet below at 4,000 feet 10 NM SW of Clear Creek Buttes Mountain nearFAI. No evasive action taken. LEO notification not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM S of FAI","AIRPORT"
2018-05-26,"01:21","2018-05-26T01:21Z","ASH6241","DEN","UAS",NA,"IND","Reported a black UAS heading SW bound at2,500 feet, 20 NM E on IND. No evasive action taken. LEO not notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20 NM E of IND","AIRPORT"
2018-06-01,"20:53","2018-06-01T20:53Z","N438CM","DEN","UAS",NA,"CLT","Reported a UAS off the right side while Ebound at 300 feet 0.5 NM E of general aviation ramp at CLT. No evasive action taken. CLT airport 911 notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5 NM E of CLT","AIRPORT"
2018-06-02,"08:18","2018-06-02T08:18Z","LYM1725","DEN","UAS",NA,"D01","Aircraft reported a UAS within 300 feet of their aircraft at 8,500 feet while E bound 2 NM SE of Aurora, CO. No evasive action taken. Denver Ops Center notified at 303-342-4200.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 NM S of D01","AIRPORT"
2018-06-03,"07:20","2018-06-03T07:20Z","UAE209","DEN","UAS",NA,"N90","Aircraft reported a white four blade UAS while ENE bound at 3,000 feet 10 NM NE of Newark, NJ. No evasive action taken. New Jersey State PD notified at 908-203-8903.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM N of N90","AIRPORT"
2018-06-07,"00:32","2018-06-07T00:32Z","N190TA","DEN","UAS",NA,"HTS","Aircraft reported a UAS below them while N bound at 3,000 feet 3 NM N of Huntington, WV. No evasive action taken. Wayne County Sheriff notified at 304-272-6379.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 NM N of HTS","AIRPORT"
2018-06-07,"03:29","2018-06-07T03:29Z","UAL535","DEN","UAS",NA,"CCR","Aircraft reported a red and black UAS at their 2 o'clock position while NE bound at 13,000 feet 10 NM S of Concord, CA. No evasive action taken. LEO notification not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM S of CCR","AIRPORT"
2018-06-07,"04:05","2018-06-07T04:05Z","N95CM","DEN","UAS",NA,"SNA","Aircraft reported a whitequad rotor UAS while climbing from 7,000 feet to 8,000 feet 3 NM W of Santa Ana, CA. No evasive action reported. LEO not notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 NM W of SNA","AIRPORT"
2018-06-08,"01:21","2018-06-08T01:21Z","N64915","DEN","UAS",NA,"ALB","Aircraft reported a large black and red quad copter UAS at their 12 o'clock position at the same altitude about 500 feet from their aircraft while W bound at 4,500 feet 10 NM W of Albany, NY. No evasive action reported. New York State Police Aviation Unit notified at 518-242-4500.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM W of ALB","AIRPORT"
2018-06-08,"22:44","2018-06-08T22:44Z","N86GE","DEN","UAS",NA,"ZKC","PIC reported a UAS at 5,500 feet 8 NM NE of 6M6. No evasive action reported. Lewis County Sheriff notified at 537-767-5287.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 NM N of ZKC","AIRPORT"
2018-06-10,"02:36","2018-06-10T02:36Z","N64EG","DEN","UAS",NA,"SCT","Aircraft reported a blue quad copter 500 feet below their aircraft while E bound at 9,000 feet 5 NM N of San Bernardino, CA. No evasive action reported. San Bernardino Air PD notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM N of SCT","AIRPORT"
2018-06-10,"02:52","2018-06-10T02:52Z","N425","DEN","UAS",NA,"NCT","Aircraft reported a UAS 4,500 feet 5 NM E of Livermore, CA. No evasive action reported. LEO notification not reported. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM E of NCT","AIRPORT"
2018-06-12,"12:05","2018-06-12T12:05Z","JBU180","DEN","UAS",NA,"ZLA","Aircraft reported a small round silver UAS 200-1,000 feet below themat their 12 o'clock position while NE bound at FL190 2 NM N of Pomona, CA. The UAS appeared to be in Class E airspace and not on an IFR flight plan or in communication with ATC. No evasive action reported. LEO notification unknown.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 NM N of ZLA","AIRPORT"
2018-06-13,"05:53","2018-06-13T05:53Z","N55610","DEN","UAS",NA,"PAE","Aircraft reported a UAS passing within 100 feet of their aircraft while WNW bound at 2,700 feet 5 NM E of Everett, WA. No evasive action reported. LEO notification not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM E of PAE","AIRPORT"
2018-06-13,"05:57","2018-06-13T05:57Z","UAL665","DEN","UAS",NA,"N90","Aircraft reported a polished aluminum UAS off their right side and 1,000 feet below their aircraft while at 8,000 feet 5 NM NE of Yardley. No evasive action taken. New Jersey PD Aviation Unit notified at 908-203-8903.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM N of N90","AIRPORT"
2018-06-15,"02:28","2018-06-15T02:28Z","BTQ865","DEN","UAS",NA,"A90","Reported observing a black UAS passing close to the aircraft while SE bound at 5,000 feet, 10 NM SE of Boston. No evasive action reported. Massachusetts State PD notified at 508-872-2508. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM S of A90","AIRPORT"
2018-06-15,"03:32","2018-06-15T03:32Z","N1658C","DEN","UAS",NA,"NCT","Reported observing a white Quad-copter and a fixed wing UAS at the same altitude off of the right wing while ESE bound at 2,000 feet, 5 NM SW of Sacramento. No evasive action taken. Yolo County Sheriff notified at 530-666-6612. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM S of NCT","AIRPORT"
2018-06-15,"08:11","2018-06-15T08:11Z","N58873","DEN","UAS",NA,"NCT","Aircraft reported a dark green UAS with green lights off their left side at 6,500 feet while SSE bound 7 NM WSW of Linden, CA. No evasive action taken. San Joaquin Sheriff notified at 209-468-4421.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 NM W of NCT","AIRPORT"
2018-06-15,"09:35","2018-06-15T09:35Z","CPZ6086","DEN","UAS",NA,"ZAB","Aircraft reported a NM AC with a white balloon while E bound at FL337 30 NM W of Gila Bend, AZ. No evasive action reported. LEO was not notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30 NM W of ZAB","AIRPORT"
2018-06-20,"06:38","2018-06-20T06:38Z","N2652X","DEN","UAS",NA,"SW1","Reported a UAS while heading S bound at 10,000 feet, 5 NM S of 2ND0. No evasive action taken. Cass Co Dispatch notified at 218-299-5151.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM S of SW1","AIRPORT"
2018-06-21,"05:14","2018-06-21T05:14Z","N1223U","DEN","UAS",NA,"NCT","Reported a UAS 1,000 feet below aircraft while WSW bound at 4,000 feet, 5 NM SW Laverne, CA. No evasive action taken. Ontario PD notified at 909-395-2001.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM S of NCT","AIRPORT"
2018-06-23,"04:38","2018-06-23T04:38Z","N53103","DEN","UAS",NA,"D10","Reported a UAS while heading NNE bound at 3,500 feet, 5 NM NE of Lancaster TX, No evasive action taken. Dfw Dps notified at 915-849-4080.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM N of D10","AIRPORT"
2018-06-25,"00:21","2018-06-25T00:21Z","N3916W","DEN","UAS",NA,"CLE","Aircraft observed a black UAS, one foot in diameter, passed 200 feet below while heading W bound at 8,000 feet, 5 NM NW of 5G7. No evasive action taken. Allen County Sheriff notified at 419-227-3535.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM N of CLE","AIRPORT"
2018-06-28,"08:15","2018-06-28T08:15Z","VV1E109","DEN","UAS",NA,"P31","Reported a UAS at 900 feet while NW bound at 1,700 feet, 5 NM S of Milton. No evasive action taken. Santa Rosa County Sheriff notified at 850-232-8027.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM S of P31","AIRPORT"
2018-06-29,"05:59","2018-06-29T05:59Z","N5718G","DEN","UAS",NA,"GRR","Aircraft reported a UAS while NE bound at 2,500 feet, 7 NM SW of 8D4. No evasive action taken. Sparta PDnotified 618-887-8716.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 NM S of GRR","AIRPORT"
2018-07-03,"21:52","2018-07-03T21:52Z","GPD523","DEN","UAS",NA,"SW1","Reported a UAS pass off the right wing at 15,000 feet, 6 NM NE of Johnstown, PA. No evasive action reported. LEO not notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 NM N of SW1","AIRPORT"
2018-07-03,"22:32","2018-07-03T22:32Z","GPD526","DEN","UAS",NA,"BOS","PIC reported a UAS 8 NM W of Madison, Ct at 15,000 feet. No evasive action taken. Connecticut State police notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 NM W of BOS","AIRPORT"
2018-07-03,"23:02","2018-07-03T23:02Z","GPD526","DEN","UAS",NA,"A90","PIC observed a UAS 8 NM W Madison, CT at 15,000FT. No evasive action was taken. Connecticut state police were notified. No phone number provided.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 NM W of A90","AIRPORT"
2018-07-04,"21:49","2018-07-04T21:49Z","N1499H","DEN","UAS",NA,"N90","Aircraft reported a black UAS from the 12 o'clock position while E bound at 1,500 feet 12 NM N Farmingdale, NY. No evasive action taken. Attempted to notify law enforcement, no answer.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12 NM N of N90","AIRPORT"
2018-07-05,"00:24","2018-07-05T00:24Z","N14F","DEN","UAS",NA,"C90","Aircraft reported a quad copter UASat their 3 o'clock position while SSE bound at 2,000 feet 8 NM E of Chicago, IL. No evasive action taken. FBI notified at 312-829-2677.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 NM E of C90","AIRPORT"
2018-07-05,"06:09","2018-07-05T06:09Z","N4793F","DEN","UAS",NA,"OLM","PIC observed UAS 7 NM S of airport at 2250FT. No evasive action taken. Law enforcement notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 NM S of OLM","AIRPORT"
2018-07-05,"23:20","2018-07-05T23:20Z","AA112","DEN","UAS",NA,"ZLA","PIC reported a white, black, and red quad-copter UAS approximately 3FT in diameter 2000FT below aircraft while SSW bound at 12,000FT 24 NM SSW Cedar City, UT. AirTac112 was operating in the W Valley Fire TFR and fire suppression operations had to be suspended until UAS left the area. No evasive action taken. Washington County sheriff notified 435-634-5730. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24 NM S of ZLA","AIRPORT"
2018-07-06,"02:58","2018-07-06T02:58Z","N142VA","DEN","UAS",NA,"GTU","Aircraft reported a white UAS 10 feet above their aircraft while E bound at 1,300 feet 1.5 NM W of Georgetown, TX. No evasive action reported. Local LEO notified (phone number not provided). ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5 NM W of GTU","AIRPORT"
2018-07-06,"03:34","2018-07-06T03:34Z","SHAD136","DEN","UAS","PAGED","NMM","PIC observed UAS with approximately 6 props 10 NM SW NM M at 3000FT heading N. Evasive action not reported. Unknown if LEO was notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM S of NMM","AIRPORT"
2018-07-10,"19:16","2018-07-10T19:16Z","N2129J","DEN","UAS",NA,"TTN","Aircraft reported a UAS at 1,500 feet 2 NM SW of Trenton, NJ. No evasive action reported. Mercer County Sheriff notified (no phone number given).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 NM S of TTN","AIRPORT"
2018-07-15,"04:44","2018-07-15T04:44Z","N9311N","DEN","UAS",NA,"MIC","PIC reported a UAS NE bound at 2,000FT 2 NM NW Crystal ARPT, MN. No evasive action taken. Crystal PD notified via 911.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 NM N of MIC","AIRPORT"
2018-07-20,"03:02","2018-07-20T03:02Z","TEK644","DEN","UAS",NA,"N90","PIC reported a silver UAS operating at 5,500FT while NE bound climbing to 6,000FT 5 NM E Caldwell. No evasive action taken. New Jersey State PD notified at 609-882-2000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM E of N90","AIRPORT"
2018-07-20,"05:32","2018-07-20T05:32Z","TEK644","DEN","UAS",NA,"N90","PIC reported a silver UAS at 5,000FT 5 NM NE Caldwell. No evasive action reported. LEO notification not reported. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM N of N90","AIRPORT"
