"REMARKS","dateonly","timeonly","DATE","CALLSIGN","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","MORID.CEDAR","FACILITY.CEDAR","UTCTIME.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR","DATASET","UASLOCATION","RWYLOCATION"
"PIC reported a UAS passed within 50-700 feet of their Aircraft while at 5,000 feet 20 NM N of Columbia, SC. No evasive action taken. LEO was not notified.","3/24/2019","4:55","2019-03-24T04:55Z","N4948Y","DEN","UAS",NA,"CAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","20 NM N of CAE",NA
"PIC reported a small white UAS off their right side at 9,500 feet while E bound at 11,000 feet 25 NM NNW of Melbourne, FL. No evasive action taken. Brevard County Sheriff notified at.","3/24/2019","6:44","2019-03-24T06:44Z","TCX2753","DEN","UAS",NA,"F11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","25 NM NNW of F11",NA
"FRZ UAS: UAS operations in the vicinity of Vienna, VA, approximately 4-5 NM NW of DCA,400 feet, until 1330L. DCA/PCT notified. [2019-UAS-147667] ","3/24/2019","22:30","2019-03-24T22:30Z",NA,"NCRCC","UAS",NA,"NCRCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM NW of NCRCC",NA
"PIC reported a UAS at 1,000 feet 1 NM N of Savannah, GA. No evasive action taken. LEO notification unknown.","3/28/2019","8:06","2019-03-28T08:06Z","R20310","DEN","UAS",NA,"SAV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM N of SAV",NA
"The Tower Local and Ground Controllers sighted a blackUAS operating .25 NM N of Hayward Airport at approximately 200 feet. Airport Operations Management and Hayward PD were notified at.UAS operations were stopped by Airport OPS and pilot information was collected via phone. ","3/30/2019","21:08","2019-03-30T21:08Z",NA,"DEN","UAS",NA,"HWD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)",".25 NM N of HWD",NA
"Reported sighting a white UAS 150 feet above the left wing while Sbound at 500 feet, 1.5 NM NW of Isla Grande Airport. No evasive action taken. Puerto Rico Port Authority notified at. ","3/30/2019","23:18","2019-03-30T23:18Z","N2141J","DEN","UAS",NA,"SJU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1.5 NM NW of SJU",NA
"Reported observing a red UAS pass 50 feet off of the right side and approximately the same altitude, while Nbound at6,500 feet, 5 NM N of Athens Airport. No evasive action taken. Henderson County Sheriff notified at. ","4/1/2019","6:23","2019-04-01T06:23Z","N8574M","DEN","UAS",NA,"ZFW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM N of ZFW",NA
"Reported sighting a quad-copter UAS operating at 12,600 feet while at 13,000 feet, 14 NM NE of Beaufort. No evasive action taken. Beaufort, SC Sheriff Department notified. ","4/2/2019","3:10","2019-04-02T03:10Z","RPA4641","DEN","UAS",NA,"NBC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","14 NM NE of NBC",NA
"PIC reported a white UAS at their 12 o'clock position while WSW bound at 4,500 feet 17 NM E of Oakland, CA. No evasive action taken. Alameda County Sheriff notified at.","4/5/2019","5:17","2019-04-05T05:17Z","FDX586","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","17 NM E of NCT",NA
"PIC reported a red UAS within 200 feet of their aircraft while NE bound at 2,500 feet 3 NM S Falcon Field, Mesa, AZ. No evasive action reported. LEO notification not reported.","4/7/2019","1:45","2019-04-07T01:45Z","OXF357","DEN","UAS",NA,"FFZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM S  FFZ",NA
"PIC reported a black 4 foot wide UAS while orbiting at 2,200 feet 8 NM S of Long Island, Macarthur Airport, NY. No evasive action taken. Suffolk PD notified at.","4/7/2019","2:13","2019-04-07T02:13Z","N383C","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8 NM S of N90",NA
"PIC reported a UAS 500 feet below them while S bound at 4,000 feet 1 NM N of Somerset, KY. No evasive action taken. Pulaski County Sheriff notified at.","4/7/2019","2:20","2019-04-07T02:20Z","N5756K","DEN","UAS",NA,"ZID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM N of ZID",NA
"Reported sighting a yellow UAS at 3,300 feet 3 NM NE of GW Bridge. No evasive action taken. NYPD notified. ","4/8/2019","18:04","2019-04-08T18:04Z","RPA3423","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM NE of N90",NA
"Reported sighting a black and white UAS off of the left side operating at the same altitude while SW bound at 2,000 feet, 5 NM NE of Ft. Meyers. No evasive action taken. Collier County Sheriff notified at.","4/15/2019","0:21","2019-04-15T00:21Z","N453FD","DEN","UAS",NA,"RSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM NE of RSW",NA
"Reported a UAS while N bound at 15,200 feet and climbing, 1.5 NM W of Newtown, CT. No evasive action reported. Newtown PD notified at. ","4/15/2019","6:48","2019-04-15T06:48Z","EDV5229","DEN","UAS",NA,"ZBW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1.5 NM W of ZBW",NA
"UAS, 4 NM N of IAD, Nbound at 4,000'. PCT reaching out to local law enforcement. PCT will file MOR. UAS is reported as a quad-copter.Nothing seen on camera or RADAR. 2059 JZA172 reported seeing drone. No other aircraft reported seeing any drone. No evasive action reported.","4/22/2019","0:50","2019-04-22T00:50Z","JZA172","NCRCC","UAS","MOR, PAGED","PCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","4 NM N of PCT",NA
"Reported a small UAS 50-100 feet above aircraft while at 2,500 feet 7 NM N of Pope Army Airfield. No evasive action taken. Fort Bragg LEO notified at. ","4/25/2019","0:07","2019-04-25T00:07Z","ERK29","DEN","UAS",NA,"FAY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7 NM N of FAY",NA
"Reported a near miss with a whiteUAS at 2,600feet 6 NM E SMD. Closest proximity not reported. No evasive maneuvers reported. Law enforcement was not notified. ","4/25/2019","1:58","2019-04-25T01:58Z","N107TX","DEN","UAS",NA,"FWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","6 NM E SMD",NA
"Reported a UAS at approximately 400feet AGL while on approach to XS83. Evasive action was taken at approximately 400feet from a 330 heading to a 270 heading to avoid UAS.Pilot reported it looked like the UAS was operating over a golf course approximately 0.5 NM E of the medical center (XS83). The pilot reported encountering the UAS again upon departure from XS83 at approximately 600feet AGL.San Antonio PD was notified at.","4/26/2019","2:45","2019-04-26T02:45Z","N105AM","DEN","UAS",NA,"SAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","0.5 NM E of SAT",NA
"Reported a UAS operatingoff the rightwhile NE bound climbing through 7,000 feet, 13 NM SE of Seattle.No evasive action taken. Pierce County Sheriff notified at. ","4/28/2019","2:32","2019-04-28T02:32Z","BAW4EA","DEN","UAS",NA,"S46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","13 NM SE of S46",NA
"Reported a white Quad-copter UAS off of the left side while SSE bound at 3,200feet, 7 NM N of Olathe, KS. No evasive action taken. Johnson County Sheriff notified at. ","4/29/2019","1:31","2019-04-29T01:31Z","N6424P","DEN","UAS",NA,"ZKC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7 NM N of ZKC",NA
"Reported red UAS 2 NM offthe left side at 5,500 feet while S bound at 6,000 feet, 5 NM S of Briggs, OH. Evasive action not taken. Stark County Sheriff notified at. ","4/29/2019","5:49","2019-04-29T05:49Z","KSF64","DEN","UAS",NA,"CAK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM S of CAK",NA
"PIC reported seven stationary white UAS 500 feet off their left side while WSW bound at 3,700 feet 25 NM ENE of Columbus, GA. No evasive action taken. Upson County Sheriff notified at.","5/1/2019","3:38","2019-05-01T03:38Z","NGF440","DEN","UAS",NA,"A80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","25 NM ENE of A80",NA
"PIC reported a metallic UAS at 1,500 feet while N bound 3 NM N of Addison, TX. No evasive action taken. DFW DPS notified at.","5/5/2019","0:25","2019-05-05T00:25Z","N87MT","DEN","UAS",NA,"ADS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM N of ADS",NA
"Reported sighting a red and green Quad-copter UAS from the 12 o'clock position while at 7,200 feet, 6 NM SE of Chicago. No evasive action taken. FBI notified at.","5/6/2019","8:40","2019-05-06T08:40Z","ENY3382","DEN","UAS",NA,"C90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","6 NM SE of C90",NA
"PIC reported a white UAS while SSW bound at 2,000 feet 5 NM NNE Moody AFB, GA. No evasive action taken. Cook County Sheriff notified at.","5/11/2019","0:00","2019-05-11T00:00Z","N239ST","DEN","UAS",NA,"ZJX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM NNE  ZJX",NA
"Reported a redUAS on departure 3nm E of MIA at 2400 feet. No evasive action taken. Miami Dade PD notified at.","5/12/2019","5:36","2019-05-12T05:36Z","DAL1525","DEN","UAS",NA,"MIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3nm E of MIA",NA
"Reports aUAS 2,500 ft. below aircraft. Aircraft was Sbound at 3,000, 9 NM N of Tampa. No evasive action taken. Hillsborough County PD notified at.","5/12/2019","18:11","2019-05-12T18:11Z","SWA2806","DEN","UAS",NA,"TPA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","9 NM N of TPA",NA
"Reported a UAS while W bound at 10,000 feet 27 NM N DEN. No evasive action taken.LEO notified at. ","5/17/2019","2:19","2019-05-17T02:19Z","UAL1869","DEN","UAS",NA,"DEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","27 NM N DEN",NA
"Reported a white UAS passed 300 ft. away at 3,800. Aircraft was heading S, 4 NMS of Chicago Midwayairport. No evasive action taken. FBI notified at.","5/17/2019","5:48","2019-05-17T05:48Z","UJC331","DEN","UAS",NA,"ZAU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","4 NMS of ZAU",NA
"Reported observing a 4 rotor UAS operating over the Hollywood sign while ESE bound at 1,800 feet, 5 NM S of Burbank. No evasive action taken. LEO notified. ","5/18/2019","7:31","2019-05-18T07:31Z","N8531S","DEN","UAS",NA,"BUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM S of BUR",NA
"Reported passing a metal object off of the left side at 5,500 feet while opposite direction headingWSW boundat 5,000 feet, 14 NM NE of San Antonio. No evasive action taken. Comal County PD notified at.","5/18/2019","7:35","2019-05-18T07:35Z","N7772T","DEN","UAS",NA,"SAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","14 NM NE of SAT",NA
"PIC reported a grey and green quad copter UAS 500 feet above their Aircraft while W bound at 5,000 feet 3 NM S of Dupage Airport. No evasive action reported. FBI notified at.","5/22/2019","7:19","2019-05-22T07:19Z","SKW2955","DEN","UAS",NA,"C90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM S of C90",NA
"PIC reported a UAS 400 feet below their Aircraft while S bound at 3,200 feet 20 NM E of Oakland, CA. No evasive action taken. Livermore PD notified at.","5/23/2019","10:08","2019-05-23T10:08Z","N739DS","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","20 NM E of NCT",NA
"Reported a silverquad-copter UAS 2-3 feet in diameter 200 feet off right side while NW boundat 6,200 feet 10 NM SW of Lawrenceville. No evasive action taken. LEO not notified. ","5/24/2019","21:49","2019-05-24T21:49Z","VATRP3","DEN","UAS",NA,"ZDC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10 NM SW of ZDC",NA
"PIC reporteda whiteUAS and a black UAS 10 feet off their right side while at 650 feet, 1/2 NM S of Hayward Airport. PIC reported making a 40 degree right turn to avoid the UAS. Hayward PD notified at.","5/27/2019","7:46","2019-05-27T07:46Z","N68459","DEN","UAS",NA,"HWD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1/2 NM S of HWD",NA
"PIC reported a UAS 100 feet below their aircraft off the left sidewhile SSE bound at 2,900 feet 10 NM NNW of Seattle, WA. No evasive action taken. Kent PD notified at.","5/29/2019","9:13","2019-05-29T09:13Z","QXE2491","DEN","UAS",NA,"S46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10 NM NNW of S46",NA
"PIC reported a black UAS on their left side while SSE bound at 5,000 feet 17 NM NNE of San Jose, CA. No evasive action taken. San Jose Dispatch notified at.","5/30/2019","7:23","2019-05-30T07:23Z","SWA1446","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","17 NM NNE of NCT",NA
"UAS// N2451Z, C182 reported a black quad copter operating 2 NMSW of HEF at approximately 1200 feet headingSW-bound.Evasive action was not required. Manassas City PD notified at.","6/2/2019","1:58","2019-06-02T01:58Z","N2451Z","NCRCC","UAS","PAGED","HEF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NMSW of HEF",NA
"VFR aircraft reported a red and silver fixed wing UAS at .5 NM off left side while SW bound at 8,500 feet, 6 NM S of Marysville. No evasive action taken. Yuba County Sheriff notified at.","6/4/2019","1:18","2019-06-04T01:18Z","N665PV","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","6 NM S of NCT",NA
"Reported a UAS 100 feet below while S bound at 2,900 feet 10 NM N of Tampa. No evasive action taken. Hillsborough Co Sheriff notified at. ","6/6/2019","1:33","2019-06-06T01:33Z","ASA770","DEN","UAS",NA,"TPA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10 NM N of TPA",NA
"PIC reported a UAS while W bound at 6,000 feet 16 NM W of Cleveland, OH. No evasive action taken. LEO notification not reported. ","6/10/2019","3:27","2019-06-10T03:27Z","N78FJ","DEN","UAS",NA,"ROC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","16 NM W of ROC",NA
"PIC reported a gold UAS at 7,000 feet pass off their left side while SW bound at 8,000 feet 7 NM NE of Rochester, NY. No evasive action taken. Monroe County Sheriff notified at.","6/10/2019","4:45","2019-06-10T04:45Z","N88MG","DEN","UAS",NA,"ROC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7 NM NE of ROC",NA
"PIC reported a white UAS at 14,000 feet while NE bound at 16,000 feet 30 NM S of Salisbury, MD. No evasive action taken. Accomack County Sheriff notified at.","6/11/2019","22:25","2019-06-11T22:25Z","RCH101","DEN","UAS",NA,"ZDC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","30 NM S of ZDC",NA
"PIC reported a UAS 200 feet off their left side while E bound at 1,500 feet 8 NM NW of Phoenix, AZ. No evasive action taken. Phoenix Airport PD notified at.","6/13/2019","10:58","2019-06-13T10:58Z","CYO2","DEN","UAS",NA,"DVT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8 NM NW of DVT",NA
"Reported a red UAS at the same altitude while E bound at 2,000 ft. 3 NMNW of Brown Field. ","6/15/2019","3:24","2019-06-15T03:24Z","VKNG41","DEN","UAS",NA,"SDM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NMNW of SDM",NA
"Reported observing a UAS operating at 1,700 feet, 6 NM SE of Portland. No evasive action taken. LEO was not notified. ","6/15/2019","7:30","2019-06-15T07:30Z","N90558","DEN","UAS",NA,"PDX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","6 NM SE of PDX",NA
"ROG-Rogers, AR reporting that a small Quad-copter UAS came within 100 feet of the aircraft off of the left side while NNE bound at 2,400 feet, 1 NM S of Rogers. No evasive action taken. LEO was not notified. ","6/16/2019","8:17","2019-06-16T08:17Z","LN877PA","DEN","UAS",NA,"SW1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM S of SW1",NA
"Reported observing a silver and white UAS while SE bound at 8,500 feet, 7 NM E of Seattle. No evasive action taken. Covington PD notified at.","6/16/2019","9:30","2019-06-16T09:30Z","NKS726","DEN","UAS",NA,"S46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7 NM E of S46",NA
"Reported observing a red UAS within 300 feet while SW bound at 2,000 feet, 7 NM S of Snohomish County Airport. No evasive action taken.Snohomish County Sheriff notified at. ","6/16/2019","9:39","2019-06-16T09:39Z","N6342X","DEN","UAS",NA,"S46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7 NM S of S46",NA
"Reported a black quadcopter UAS at 1,500 feet 4 NM SE of New Orleans, LA. No evasive action taken. Jefferson Parish PD notified at. ","6/19/2019","20:09","2019-06-19T20:09Z","AAL2069","DEN","UAS",NA,"MSY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","4 NM SE of MSY",NA
"Reported a sliver UAS at 10 o'clock and half aNM while S bound at 11,000 ft. 27 NM N MCO. No evasive action taken. Volusia County Sheriff notified at. ","6/21/2019","2:34","2019-06-21T02:34Z","AAL1021","DEN","UAS",NA,"F11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","27 NM N MCO",NA
"Reported a UAS at 11 o'clock same altitude of 5,500 ft. while SE bound 10 NM E of Sacramento. No evasive action taken. Sacramento Sheriff notified at. ","6/22/2019","23:56","2019-06-22T23:56Z","N48762","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10 NM E of NCT",NA
"Reported sighting a medium sized, white Quad-copter UAS at the 12 o'clock position while WSW bound at 3,400 feet, 10 NM ESE of Madera. Evasive action taken by breaking off of the visual approach to avoid the UAS. LEO was not notified. ","6/24/2019","5:52","2019-06-24T05:52Z","N213AN","DEN","UAS","PAGED","FAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10 NM ESE of FAT",NA
"USAF Academy ATCT reports person on the ground reported a black UAS operating between 500-1,000 feet 1.5 NM W of the USAF Academy airport (AFF). No impact to operations reported. AFF Security personnel advised. at. ","6/25/2019","22:15","2019-06-25T22:15Z",NA,"DEN","UAS",NA,"SW1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1.5 NM W of SW1",NA
"E-ROC reports aircraft reported a UAS pass within 5 feet as aircraft was at 5,500 feet 12 NM NW of Bristol, TN. No evasive action taken. Sullivan County 911 Dispatch notified. ","6/28/2019","23:25","2019-06-28T23:25Z","N229CB","DEN","UAS",NA,"SW1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","12 NM NW of SW1",NA
"PIC reported a UAS 100 feet below off their right side while WSW bound at 2,600 feet 8 NM NE of Sacramento, CA. No evasive action taken. Sacramento PD notified at.","6/30/2019","11:17","2019-06-30T11:17Z","REH3","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8 NM NE of NCT",NA
"PIC reported a 'basketball sized white UAS 500 feet below their Aircraft off their left side while NE bound at 9,000 feet 6 NM NE of Fayetteville, NC. No evasive action reported. Cumberland County Sheriff notified.","7/8/2019","2:58","2019-07-08T02:58Z","N296MP","DEN","UAS",NA,"FAY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","6 NM NE of FAY",NA
"PIC reported a white quad copter UAS 300 feet below their Aircraft while NE bound at 4,700 feet 7 NM N of Ann Arbor, MI. On evasive action reported. Washtenaw County Sheriff notified at.","7/8/2019","3:03","2019-07-08T03:03Z","N345KM","DEN","UAS",NA,"D21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7 NM N of D21",NA
"PIC reported a white, quad copter UAS pass just off their left sidewhile W boundat 1,300 feet4 NM E of Everett, WA. No evasive action taken. Snohomish County Sheriff notified at.","7/8/2019","4:32","2019-07-08T04:32Z","N4044D","DEN","UAS",NA,"PAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","4 NM E of PAE",NA
"PIC reported a black UAS 200 feet below their aircraft while SSW bound at 10,700 feet 3 NM N of Rockport, TX. No evasive action taken. Aransas County Sheriff notified at.","7/10/2019","4:18","2019-07-10T04:18Z","ASQ4217","DEN","UAS",NA,"ZHU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM N of ZHU",NA
"Reported a white phantom quad-copter UAS at 1,400 feet while Wbound at 1,500 feet 11 NM SW of Augusta. No evasive action taken. Augusta PD notified at. ","7/10/2019","21:32","2019-07-10T21:32Z","N710SB","DEN","UAS",NA,"PWM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","11 NM SW of PWM",NA
"Reported a white UAS with LED lights 2 NM NM SW of PBI at 12,000 feet. No evasive action taken. Palm Beach Sheriff notified at.","7/11/2019","10:11","2019-07-11T10:11Z","N6003Y","DEN","UAS",NA,"PBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)"," NM SW of PBI",NA
"Aircraft reporteda UASfrom theright side whileN bound at1,200 feet1 NM W of M01 in the VFR traffic pattern. No ATC services.Evasive action taken.Memphis, TN PD notified at. ","7/14/2019","3:03","2019-07-14T03:03Z","N2097T","DEN","UAS","PAGED","M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM W of M03",NA
"DCA-1:  BKJK2 reported a Red Drone, size of a bird, at 1,500 feet moving Ebound 1 NM NE of ADW. BKJK2 didn't take evasive action. BKJK1 in the vicinity had no visual. Prince Georges County PD contacted. 

1655 Prince Georges County PD dispatched patrol vehicles with no findings.","8/4/2019","15:40","2019-08-04T15:40Z","BKJK2","NCRCC","TOI-NCR FRZ","UAS","ADW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM NE of ADW",NA
"A white UAS with a wingspan of 6 feet was reported over the Stockton Landfill, 2 NM E of Stockton Airport below 600 feet. SCK Airport OPS notified at.","8/30/2019","20:25","2019-08-30T20:25Z",NA,"DEN","UAS",NA,"SCK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NM E of SCK",NA
"FBI detected a Mavic 2 operating at 693 feet 2.75 NM N E of JFK. Flight duration was 4 minutes. USSS and FBI notified.","9/21/2019","21:48","2019-09-21T21:48Z",NA,"JATOC","UAS",NA,"JATOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2.75 NM N  JATOC",NA
"FBI detected a Mavic Pro at Breeze Place and Mott Place .8 nm S of JFK at 95ft.  Operator not identified / UAS not located.","9/25/2019","13:02","2019-09-25T13:02Z",NA,"JATOC","UAS","TOI-UAS-TFR","FBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)",".8 nm S of FBI",NA
"Mavic 2, Altitude 62.9M
Location:  40.693.869/-73.879.673  St Felix ave and 79th
PD helo a few NM W at 600 ","9/26/2019","15:13","2019-09-26T15:13Z",NA,"JATOC","UAS","TOI-UAS-TFR","FBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)"," NM W  FBI",NA
"VFR aircraft observed a red and blue UAS while S bound at 5,500 feet 12 NM S of Tucson, AZ. No evasive action was taken. Pema County Sheriff notified at.","9/28/2019","19:20","2019-09-28T19:20Z","N4768E","DEN","UAS",NA,"TUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","12 NM S of TUS",NA
"Reported a UAS 1 NM W of RY28. No aircraft involved. No impact to operations. Norfolk Military Police notified at.","12/19/2019","5:09","2019-12-19T05:09Z",NA,"DEN","UAS",NA,"NGU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM W of NGU",NA
"Airport operator was notified by St. Francis PD that there was citizen reported and officer confirmed UAS activity approximately 2 NM NE of the airport. The officer reported a white drone over the water near the intersection of Lake Dr. and Howard Ave. Multiple pilots were asked to confirm the sighting and did not report seeing UAS. St Francis PD notified at.","12/21/2019","20:00","2019-12-21T20:00Z",NA,"DEN","UAS",NA,"MKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NM NE of MKE",NA
