"dateonly","timeonly","DATE","CALLSIGN","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","REMARKS","MORID.CEDAR","FACILITY.CEDAR","UTCTIME.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR","UASLOCATION","DATASET"
2019-05-18,"06:28","2019-05-18T06:28Z","N923JK","DEN","UAS",NA,"MKE","PIC reported a black phantom DJI quad copter UAS at 3,000 feet 11 NM ESE of BAE, Badger VOR. No evasive action taken. Milwaukee County Sheriff notified at 414-278-4766 and Milwaukee City PD notified at 414-935-7262.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 NM ESE of BAE","NAVAID"
2019-05-23,"10:12","2019-05-23T10:12Z","CGMIO","DEN","UAS",NA,"HIO","PIC reported a white mid-sized UAS 200 feet off their right sidewhile N bound at4,500 feet 12 NM W of PAE VOR. No evasive action taken. Island County PD notified at 360-679-9567.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12 NM W of PAE","NAVAID"
2019-06-10,"01:30","2019-06-10T01:30Z","N523GC","DEN","UAS",NA,"ABE","PIC reported a white UAS pass 500 feet belowwhile SE bound at 5,000 feet 9 NM E of ETXVOR. No evasive action reported. PA State PD notified at 610-861-2026. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9 NM E of ETXVO","NAVAID"
2019-06-19,"01:23","2019-06-19T01:23Z","PDT4865","DEN","UAS",NA,"ZDC","Reports a UAS 100 feet above the aircraft at 11 o'clock position. Aircraft was N bound at 10,000feet 10 NM W of SIE VOR. No evasive actionreported. Unknown if LEO was notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM W of SIE","NAVAID"
2019-07-22,"19:57","2019-07-22T19:57Z","DAL2924","DEN","UAS",NA,"SLC","Aircraft observed a UAS passing off the left side while SSE bound at 5.500 feet 2.5 NM NNW of WASATEC VORTAC. No evasive action was taken. Salt Lake City PD notified at 801-575-2401.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.5 NM NNW of WASAT","NAVAID"
2019-07-28,"19:22","2019-07-28T19:22Z","CGNYP","DEN","UAS",NA,"ERI","Aircraft observed a UAS while at 4,900 feet 5 NM SE of TDT VOR. No evasive action was taken. LEO not notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM SE of TDT","NAVAID"
2019-07-29,"03:58","2019-07-29T03:58Z","N20668","DEN","UAS",NA,"S46","Aircraft observed a black, quad copter UAS 100 feet off their right side while E bound at 2,000 feet 1 NM N of TCM, McChord VOR. PIC classified as a NM AC and evasive action was taken, Aircraft climbed and turned to avoid. McChord MP notified at 253-982-6503.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 NM N of TCM","NAVAID"
2019-08-03,"00:35","2019-08-03T00:35Z","RPA3642","DEN","UAS",NA,"C90","Aircraft observed a white UAS in front of them while S bound at 7,500 feet 10 NM NW of CGT VOR. No evasive action was taken. FBI notified at 312-421-6700.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM NW of CGT","NAVAID"
2019-09-01,"19:12","2019-09-01T19:12Z","QXE2881","DEN","UAS",NA,"S46","Aircraft observed a UAS at their 6 o'clock position while N bound at 4,000 feet 21 NM NW of SEA VOR. No evasive action was taken. Kitsap County Sheriff notified at 206-296-3311.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21 NM NW of SEA","NAVAID"
2019-09-09,"16:56","2019-09-09T16:56Z","LN17NM","DEN","UAS",NA,"SAF","Aircraft observed a small UAS 100 feet below while at 15,000 feet 3 NM N of SAF VOR. No evasive action was taken. New Mexico State PD notified at 505-753-2277.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 NM N of SAF","NAVAID"
2019-10-04,"18:01","2019-10-04T18:01Z","N2092R","DEN","UAS",NA,"ZJX","Aircraft observed a 4 rotor UAS pass directly overhead from the front while SE bound at 7,000 feet 16 NM NW of CTY VOR. Evasive decent was taken to avoid UAS. No injuries reported. Dixie County Sheriff notified at 352-498-1220. AWO advised. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 NM NW of CTY","NAVAID"
2019-11-12,"17:54","2019-11-12T17:54Z","CAREFLT23","DEN","UAS",NA,"ROW","PIC observed a black UAS with purple lights, 50 feet from their Aircraft while SW bound at 500 feet 8 NM NE of CME, Chisum VOR. No evasive action reported. Roswell PD notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 NM NE of CME","NAVAID"
2020-01-20,"21:00","2020-01-20T21:00Z","LXJ418","DEN","UAS",NA,"S56","Aircraft observed a UAS 1,000 feet below them while SSE bound at 10,000 feet 25 NM S of TCH, Wasatch VOR. No evasive action was taken. Salt Lake City Airport PD notified at 801-575-2401.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25 NM S of TCH","NAVAID"
2020-02-02,"21:30","2020-02-02T21:30Z","ABX3409","DEN","UAS",NA,"SCT","Aircraft reported a NM AC with a silver UAS while W bound at 7,000 feet 1 NM SE of PDZ VOR. No evasive action reported. Riverside County notified at 951-780-9894. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 NM SE of PDZ","NAVAID"
2020-02-29,"07:16","2020-02-29T07:16Z","QXE2105","DEN","UAS",NA,"SLC","Aircraft observed a UAS (unable to describe) off the left side while S bound at 5,300 feet, descending on final to SLC, 1 NM N of TCH VORTAC. No evasive action was taken. Salt Lake City PD notified at 801-575-2401.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 NM N of TCH","NAVAID"
2020-04-08,"01:30","2020-04-08T01:30Z","N853AL","DEN","UAS",NA,"ZSE","Aircraft observed a UAS off the left side while SE bound at FL205 75 NM SE of BTG VOR. No evasive action was taken. Salem PD notified at 503-588-6123.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75 NM SE of BTG","NAVAID"
2020-05-22,"22:00","2020-05-22T22:00Z","N903EN","DEN","UAS",NA,"SCT","Aircraft observed 4 UAS while E bound at 3,500 feet 10 NM NE of SLI VOR. No evasive action was taken. Fullerton PD notified at 714-738-6000. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM NE of SLI","NAVAID"
2020-06-14,"21:40","2020-06-14T21:40Z","N558RJ","DEN","UAS",NA,"ZNY","Aircraft observed a UAS while SW bound at 17,000 feet 10 NM NE of COL VOR. No evasive action was taken. LE notification not reported. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM NE of COL","NAVAID"
2020-06-27,"05:11","2020-06-27T05:11Z","N40670","DEN","UAS",NA,"S56","VFR aircraft observed a UAS off the left side while NW bound at 6,000 feet 7 NM N of FFU VOR. No evasive action was taken. Salt Lake City Airport PD notified at 801-575-2400.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 NM N of FFU","NAVAID"
2020-09-26,"23:35","2020-09-26T23:35Z","N90FL","DEN","UAS",NA,"NCT","Aircraft observed a UAS while NE bound at 4,400 feet 6 NM W of SNS VOR. No evasive action was taken. Monterey County Sheriff notified at 831-755-5111. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 NM W of SNS","NAVAID"
2020-10-12,"15:13","2020-10-12T15:13Z","N514SL","DEN","UAS",NA,"JAX","Aircraft observed a UAS below by 200 feet while NW bound at 8,000 feet 13 NM S of VNA (Vienna VOR). No evasive action was taken. Crisp County Sheriff notified at 229-276-2692.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13 NM S of VNA","NAVAID"
2020-10-27,"23:33","2020-10-27T23:33Z","DEE3","DEN","UAS",NA,"PHL","Aircraft observed a UAS N bound at 700 feet 22 NM SW of ARD VOR. No evasive action was taken. PHL Airport PD notified at 215-937-6963. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22 NM SW of ARD","NAVAID"
2021-06-15,"23:52","2021-06-15T23:52Z","FLYNSH2","DEN","UAS",NA,"BNA","Aircraft observed a black quad-copter UAS hovering over the Hilton Hotel at 1,300 feet which is 4 NM WNW of BNA VOR. No evasive action was taken. Nashville Airport PD notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 NM WNW of BNA","NAVAID"
2018-05-06,"03:14","2018-05-06T03:14Z","N7609W","DEN","UAS",NA,"MCI","Aircraft observed a large UAS 2-5 NM away at his 3 o'clock position while N bound at 6,200 feet 21 NM SW ANX VOR. No evasive action was taken. LEO notification was not reported. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21 NM SW ANX","NAVAID"
2018-07-28,"21:48","2018-07-28T21:48Z","DCM6145","DEN","UAS",NA,"D21","PIC reported a silver UAS passed 10FT off left wing at same altitude while E bound at 9,000FT 25 NM NE DTW VOR. No evasive action reported. Troy PD at 248-524-3477.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25 NM NE DTW","NAVAID"
2018-12-01,"20:53","2018-12-01T20:53Z","N322DP","DEN","UAS",NA,"N90","Pilot reported a UAS at 12 o'clock position while NE boundat 3,000 feet 10 NM E of SBJ VOR.No description of UAS provided. No evasive action reported. NJPD notified at 732-441-4500. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM E of SBJ","NAVAID"
2018-12-05,"20:36","2018-12-05T20:36Z","SWA1371","DEN","UAS",NA,"N90","Pilot reported a red UAS heading E boundwhile WSW boundat 16,500 feet 5 NM SE of BWZ VOR. No evasive action taken. NJ State PDAviation Division notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM SE of BWZ","NAVAID"
2019-02-06,"00:59","2019-02-06T00:59Z","FDLOO","DEN","UAS",NA,"N90","Reported sighting a 2 foot, orange UAS operating 500 feet above while Ebound at 3,000 feet, 13 NM WNW of CCC VOR. No evasive action taken. Suffolk County Sheriff Aviation Unit notified at 631-854-5705.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13 NM WNW of CCC","NAVAID"
2019-02-26,"08:45","2019-02-26T08:45Z","SKW3596","DEN","UAS",NA,"S56","Reported sighting a UAS with green lights and red beacon off of the right side while NNW bound at 11,000 feet, 12 NM S of TCH VORTAC. No evasive action taken. Salt Lake City Airport PD notified at 801-575-2401.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12 NM S of TCH","NAVAID"
2019-04-18,"04:44","2019-04-18T04:44Z","N1036P","DEN","UAS",NA,"ZMA","Aircraft reported a UAS 1,000 feet low while S bound at 8,000 feet, 8 NM W of TRV VOR. No evasive action taken. Indian River County Sheriff notified at 772-569-6700. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 NM W of TRV","NAVAID"
2019-06-03,"23:21","2019-06-03T23:21Z","N624CD","DEN","UAS",NA,"ZDC","Aircraft reported a red UAS Nbound while the aircraft was Sbound at 14,500 feet, 6 NM S COYLE VORTAC, NJ. No evasive action taken. Burlington County Sheriff notified at 609-386-3303.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 NM S COYLE","NAVAID"
2019-06-04,"01:23","2019-06-04T01:23Z","N928MA","DEN","UAS",NA,"HOU","Aircraft reported an orange quad copter UAS moving Sbound at 2,000 feet while aircraft was Nbound at the same altitude 18 NM ESE TNV VOR.No evasive action taken. Montgomery County Sheriff notified at 936-760-5800. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18 NM ESE TNV","NAVAID"
2019-06-05,"03:50","2019-06-05T03:50Z","N971UH","DEN","UAS",NA,"CKB","Aircraft reported medium sized quad copter UAS with a red and gold cylindrical tube underneath 300 feet off the left side slightly below aircraft while at 7,500 feet 10 NM NNE of MGW VOR. No evasive action taken. Mon County Sheriff notified at 304-291-7291.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM NNE of MGW","NAVAID"
2020-05-16,"15:03","2020-05-16T15:03Z","DAL1829","DEN","UAS",NA,"MIA","Aircraft observed a black UAS while S bound at 4,500 feet 20 NM ENE of DHP VOR. No evasive action was taken. Miami Dade PD notified at 305-876-7373. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20 NM ENE of DHP","NAVAID"
2021-07-23,"01:30","2021-07-23T01:30Z",NA,"JATOC","UAS",NA,"ZOA","DAL1185, BCS1, SLC - SMF, observed a weather balloon off the front side while SW bound at 17,000 and descending, 17 NM SW of SWR VOR. Evasive action was taken to descend below balloon. LEO not notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17 NM SW of SWR","NAVAID"
