"dateonly","timeonly","DATE","CALLSIGN","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","REMARKS","MORID.CEDAR","FACILITY.CEDAR","UTCTIME.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR"
2018-01-11,"06:58","2018-01-11T06:58Z",NA,"DEN","UAS",NA,"PHX","A pedestrian reported observing a UAS hovering 100 to 200 feet off of the ground in the vicinity of 19th Ave, near the fence are off of the departure end of Runway 25L at Deer Valley Airport. Unknown if LEO notification was made. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-12,"00:29","2018-01-12T00:29Z","BALL56","NCRCC","UAS",NA,"END","Observed a large UAS 50 feet off the left side of the aircraft at the same altitude, stationary or moving slowly in the same direction while Sbound at 2,400 feet on a 4.7 mile final to runway 17C. No evasive action taken. Vance AFB Security Force Operations notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-12,"03:34","2018-01-12T03:34Z","RPA4603","DEN","UAS",NA,"MIA","Reported a red and black UAS 1,000 feet below aircraft while at 9,000 feet NNW bound over HWO. No evasive action taken. Hollywood PD notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-12,"03:54","2018-01-12T03:54Z","N604Z","DEN","UAS",NA,"SW1","Reported a UAS off the left side at 500 feet while E bound 1.5 NM W of OPF. Pilot stated UAS was a near mid-air but did not take evasive action. Local LEO notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-12,"05:58","2018-01-12T05:58Z","SKW3398","DEN","UAS",NA,"SAN","Reported a black UAS off the left side of the aircraft at 200 feet, 0.5 NM E of SAN. No evasive action taken. Harbor PD notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-13,"03:01","2018-01-13T03:01Z","UAL1237","NCRCC","UAS",NA,"MIA","Reported a UAS 200 feet above the aircraft and off the right side while WNW bound at 1,000 feet on a 1.5 mile final to runway 30. No evasive action taken. Miami Dade PD notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-14,"03:32","2018-01-14T03:32Z","EJA200","NCRCC","UAS",NA,"BUR","While on taxiway B awaiting departure, observed a UAS climb and immediately descend 300 feet N of the airport. Burbank Airport PD notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-14,"03:39","2018-01-14T03:39Z","DAL2169","NCRCC","UAS",NA,"A80","Reported passing a red and white UAS while inbound to ATL. Altitude and location not reported. No evasive action taken. DeKalb County Sheriff notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-14,"03:57","2018-01-14T03:57Z","TOUR1","NCRCC","UAS",NA,"SAT","While N bound at 1,200 feet, the PIC reported a white and blue fixed wing RC aircraft operating at 300 feet 2 N SAT. No evasive action reported. San Antonio PD notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-14,"06:07","2018-01-14T06:07Z","N732CD","NCRCC","UAS",NA,"GKY","Reported a UAS at 9,500 feet hovering 2 W Arlington Municipal Airport. No evasive action taken. Arlington PD notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-14,"07:40","2018-01-14T07:40Z","N112JJ","NCRCC","UAS",NA,"SMO","Reported a UAS with a red light at thesame altitude while E bound at 500 feet 5 w of Santa Monica. Airport Police notified on frequency.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-15,"05:30","2018-01-15T05:30Z","UPS3746","DEN","UAS",NA,"OAK","Aircraft reported UAS pass below aircraft while NW bound at 3,000 feet, 8 NM ESE of OAK. Evasive action not reported. No injuries reported. unknown if LEO notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-15,"07:35","2018-01-15T07:35Z","N6522","DEN","UAS",NA,"POC","Reported a UAS 400 feet below off the left side while E bound at 600 feet. 1.5 NM NW of La Verne. No evasive action taken. La Verne PD notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-16,"03:14","2018-01-16T03:14Z","N4905S","NCRCC","UAS",NA,"NCT","Reported a UAS while NE bound at 4,500 feet 5 N Sacramento. No evasive action taken. Sacramento County Sheriff notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-18,"02:36","2018-01-18T02:36Z","EDV3664","NCRCC","UAS",NA,"RSW","While at 1,000 feet on a 3 mile final to runway 24, reported a UAS on the right at the same altitude. No evasive action taken. Port Authority PD notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-19,"20:00","2018-01-19T20:00Z",NA,"NCRCC","UAS",NA,"USSS","USSS conducting UAS operations at the RTC until 1600L. 2207: Operations terminated.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-20,"00:17","2018-01-20T00:17Z","N2604Z","DEN","UAS",NA,"MIA","Aircraftreported a NM AC with a UAS at 500 feet while on a 1 mile final to Miami-Opa Locka Airport. Evasive action was not taken. LEO was not notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-20,"00:43","2018-01-20T00:43Z","TRIBE81","NCRCC","UAS",NA,"P31","While inbound to the PNSS MOA observed an unidentified UAS at 11,000 feet 28W Pensacola Airport. No evasive action taken. LE notification unknown. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-20,"02:06","2018-01-20T02:06Z","N0887L","NCRCC","UAS",NA,"P31","Reported a UAS with a red light on top while on left base for runway 8 at 800 - 900 feet 1 SW of Pensacola. No evasive action taken. No LE notification made.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-21,"00:39","2018-01-21T00:39Z","SWA3876","NCRCC","UAS",NA,"NCRCC","Small UAS on the BWI185025, 7,500 feet, heading SW bound.No evasive action taken. Sighting was not in the FRZ. Notified Anne Arundel County Police at (410) 222-8610 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-21,"03:29","2018-01-21T03:29Z","N217EP","NCRCC","UAS",NA,"PIE","Reported a white circular 3 foot in diameter UAS at 2,000 feet 6 S PIE. Pilot turned right to avoid collision. Pinellas Aviation Unit notified AT.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-21,"03:30","2018-01-21T03:30Z","NKS664","DEN","UAS",NA,"FLL","A UAS passed beneath the aircraft while climbing to 1,500 feet in the vicinity of Fort Lauderdale. No evasive action taken. Unknown is LEO was notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-21,"04:05","2018-01-21T04:05Z","NY35","NCRCC","UAS",NA,"LGA","Reported a UAS passed 100 feet below the aircraft from the 3 o'clock position while W bound at 2,700 feet 5 W LGA (in the vicinity of the Freedom Tower). No evasive action reported. NT PD Aviation Unit notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-21,"04:51","2018-01-21T04:51Z","NKS1987","NCRCC","UAS",NA,"MSY","Reported a white four rotor UAS operating between 150 and 200 feet. Aircraft was SSW bound at 600 feet 2 NE MSY. No evasive action taken. Jefferson Parish notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-21,"06:00","2018-01-21T06:00Z","RAKE06","DEN","UAS",NA,"PHX","Reported sighting a UAS below the aircraft while WSW bound at 2,600 feet, 4.2 miles N of Phoenix. No evasive action taken. Phoenix PD notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-21,"06:24","2018-01-21T06:24Z","GRY61","NCRCC","UAS",NA,"BTV","Reported a UAS 200 feet off the ground near the UVM Medical Center, 1 W Burlington Airport. No evasive action was taken, LE notification unknown.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-21,"08:01","2018-01-21T08:01Z","N7882C","DEN","UAS",NA,"LAS","Aircraft reported 3 large UAS at 3,000 feet 3.5 NM SW of HND. No evasive action taken. No other description provided. UNKN if LEO notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-22,"01:26","2018-01-22T01:26Z","N31NW","DEN","UAS",NA,"A80","Pilot observed a 3 foot diameter Quad-copter operating 200 feet above while SE bound at 9,000 feet, 24 miles NE of Atlanta. No evasive action taken. Rockdale County PD notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-22,"21:57","2018-01-22T21:57Z",NA,"DEN","TOI-PA","PAGED, TOI, UAS","HQ DEN","Kings Bay reported possible P-50 Prohibited Areaviolation byUAS.HQ DEN conducted a playbackand no aircraft were observed in the vicinity.Kings Bay advised. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-23,"04:55","2018-01-23T04:55Z","N380CS","NCRCC","UAS",NA,"OAK","Reported a white quad copter UAS off the right sided at the same altitude of 1,400 feet 4 SSW of Oakland. No evasive action reported. Unknown if LE was notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-24,"17:00","2018-01-24T17:00Z",NA,"NCRCC","NCR-COORDINATION","PAGED, UAS","USCP","USCP conducting UAS operations at the US Capitol at orbelow 400 feet until 1800L. Operations completed at 2046, ACN.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-25,"03:44","2018-01-25T03:44Z","RPA5972","NCRCC","UAS",NA,"N90","Observed a UAS off the right side while SW bound at 3,000 feet 9 ESE LGA. No evasive action taken. NYPD Aviation notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-25,"22:58","2018-01-25T22:58Z","EDV3661","DEN","UAS",NA,"WOC","Reported a UAS 100 feet below aircraft off the left side while S bound in the vicinity of SBY. No evasive action taken. LEO notification not reported. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-26,"00:05","2018-01-26T00:05Z","N20HX","NCRCC","UAS",NA,"A80","Reported a white quad-copter UAS at 1,800 feet 4 N DeKalb-Peachtree Airport. No evasive action taken. DeKalb PD notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-26,"00:40","2018-01-26T00:40Z","ROU1624","NCRCC","UAS",NA,"FLL","Reported a phantom UAS 200 feet below while E bound at 1,300 feet 7 W FLL. No evasive action taken. Broward County Sheriff notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-26,"00:51","2018-01-26T00:51Z","N4927B","NCRCC","UAS",NA,"RHV","Reported a UAS of unknown size and color approximately150 feet above the ground while conducting right closed traffic to runway 13R at RHV. No evasive action taken. LE notification not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-26,"03:06","2018-01-26T03:06Z","N1595R","NCRCC","UAS",NA,"ZID","Reported a black quad-copter while E bound at 9,500 feet, 500 feet to the right and hovering at the same altitude. No evasive action taken. W Virginia State PD Williamson Branch notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-26,"04:45","2018-01-26T04:45Z",NA,"DEN","UAS",NA,"GEG","GEG ATCT noticed a person parked at the approach end of the runway operating an UAS near the approach lights for RWY 21.No Aircraft were involved. GEG Airport Police notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-26,"06:23","2018-01-26T06:23Z",NA,"NCRCC","UAS",NA,"LUK","A concerned citizen reported a UAS hovering 1 mile form the Cincinnati Municipal Airport. No reports were received from the ATCT or aircraft. Cincinnati PD notified (no number provided). ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-26,"06:26","2018-01-26T06:26Z","N893P","NCRCC","UAS",NA,"BUR","Reported a UAS operating in the vicinity of the Hollywood sign at the same altitude while maneuvering at 1,600 feet 5 S of BUR. No evasive actionreported. Burbank-Glendale-Pasadena PD Air Division notified on frequency. UAS was located and ground units were responding.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-26,"09:59","2018-01-26T09:59Z","N144RU","DEN","UAS",NA,"BJC","UAS over flew Aircraft while taxiing for departure RWY 12L, UAS disappeared towards Flatirons Mall. Broomfield PD notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-26,"22:58","2018-01-26T22:58Z","AWI3872","NCRCC","UAS",NA,"C90","Reported a small quad-copter UAS 200 feet above and off the right side of the aircraft. UAS was approximately 1 square foot in size with a white top and blue bottom. Aircraft was W bound at 5,000 feet 15 E of ORD. No evasive action taken. FBI notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-26,"23:31","2018-01-26T23:31Z","NKS832","DEN","UAS",NA,"MCO","Reported observing a white UAS operating 2 miles S of MCO while on final to R36L at 900 feet. No evasive action taken. Unknown if LEO was notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-27,"00:25","2018-01-27T00:25Z","SIL134","DEN","UAS",NA,"RSW","Aircraft reported two quad rotor UAS 1,000 feet below aircraft while WSW bound at 4,000 feet, 5 NM ESE of RSW. No evasive action taken. Lake County Sheriff notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-27,"02:39","2018-01-27T02:39Z","SKW5448","NCRCC","UAS",NA,"ABQ","While S bound at 7,000 feet, reported a 2X2 foot gray quad-copter pass directly over at 12 o'clock within 500 feet 13.5 NE of ABQ. No evasive action taken. New Mexico State Police notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-28,"00:14","2018-01-28T00:14Z",NA,"DEN","UAS",NA,"NTD","Base personnelreported a black quad rotor UAS pass overhead at 100 feet No aircraft involved. Ventura County Sheriff notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-28,"02:30","2018-01-28T02:30Z",NA,"DEN","UAS",NA,"HQ DEN","Kings Bay P50 reports possible violation of P50 by UAS traveling S to N. UAS not sighted visually. No tracks displayed on AADS. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-28,"03:19","2018-01-28T03:19Z",NA,"DEN","UAS",NA,"HQ DEN","Kings Bay P50 reports possible violation of P50 by UAS traveling S to N then turning W. UAS not sighted visually. No tracks displayed on AADS. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-28,"07:53","2018-01-28T07:53Z","N310CE","DEN","UAS",NA,"LAS","Reported a red and green UAS at 2,900 feet off the right side of the aircraft while on a 3 NM final to RWY 12R. No evasive action taken. LEO notification not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-28,"21:30","2018-01-28T21:30Z","UAL400","DEN","UAS",NA,"NCT","Reported observing a UAS 1,000 to 2,000 feet below while NW bound at 5,500 feet, 18 miles SE of San Francisco. No evasive action taken. Palo Alto PD notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-29,"03:04","2018-01-29T03:04Z","AIREVAC115","NCRCC","UAS",NA,"FTW","While flying towards FTW, reported 2 RC aircraft in the vicinity of Interstate 820. Pilot stated that one RC was above and one RC was below the aircraft byapproximately 100 feet. No evasive action taken. LE not notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-29,"03:07","2018-01-29T03:07Z","QFA17","NCRCC","UAS",NA,"SMO","Reported a UAS while E bound at 10,000 feet 17 W of Santa Monica. No evasive action taken. LAPD Air Support notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-30,"07:35","2018-01-30T07:35Z","CBP SI14","DEN","UAS",NA,"OKC","Observed a UAS pass below at an unknown altitude. Type unknown. No evasive action taken. LEO not notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-30,"10:11","2018-01-30T10:11Z","NKS787","DEN","UAS",NA,"SAN","Reported a UAS .25 NM N of their position while on a 1 NM final to RWY 27 at 300 feet. No evasive action taken. Local LEO notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-31,"21:56","2018-01-31T21:56Z","N683WA","NCRCC","UAS",NA,"SMO","Reported 2 UAS operating off the departure end of runway 21 at the shoreline. No description of the UAS or altitude reported. No evasive action reported. Santa Monica Police notified on frequency. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-01,"01:29","2018-02-01T01:29Z","N80FW","NCRCC","UAS",NA,"PCT","Reported a UAS, size and color not reported, at 4,000 feet while turning final to runway 20 at Richmond. No evasive action taken. Hanover County Police notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-01,"21:59","2018-02-01T21:59Z","EJA374","NCRCC","UAS",NA,"PBI","Reported a UAS at the same altitude of 600 feeton the left side of the aircraft on a 4 mile final to runway 12. No evasive action taken. Martin County Sheriff notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-04,"21:42","2018-02-04T21:42Z","UAL519","NCRCC","UAS",NA,"LGA","Reported a red quad-copter UAS 4 miles E of LGA at 3,700 feet. No evasive action taken. NTPD was notified (no number provided).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-04,"22:25","2018-02-04T22:25Z","CPA2091","NCRCC","UAS",NA,"LAX","Reported a sliver quad-copter off the left wing while on final to runway 25L. No evasive action reported. LAX Airport Authority notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-05,"05:35","2018-02-05T05:35Z","N81AF","DEN","UAS",NA,"D10","Aircraft reported flying over a black UAS with 6 fixed wings at 2,000feet, 4 NM NW of FTW. Another Aircraft (N8405) reported that the UASwas Sbound. No evasive action reported. Law enforcement notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-05,"10:09","2018-02-05T10:09Z",NA,"NCRCC","UAS",NA,"USSS","USSS reports seeing a UAS being flown around the Washington Monument.USSS is questioning the suspect. 0521: USSS states that UAS was being carried by person but not seen airborne. Since it was not seen in the air, USSS will not pursue action. NFA. 0602: USSS now says that Park Police did the interview after the suspect was stopped by USSS. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-05,"19:43","2018-02-05T19:43Z","GTI34","NCRCC","UAS",NA,"MIA","Reported a UAS 50 feet below while on final to runway27 at 200 feet. No evasive action taken. LE notification not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-06,"07:17","2018-02-06T07:17Z","ZAPER12","DEN","UAS",NA,"TUS","While in the touch and go pattern for RWY 29R reported a UAS pass within a few hundred feet, just underneath the right wing. No evasive action taken. Air# helicopter notified on frequency. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-07,"07:11","2018-02-07T07:11Z","MP4","DEN","UAS",NA,"WOC","Reported a UAS 6 NM SE of OPF at 300 feet. No evasive action taken. Unknown if LEO notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-07,"21:37","2018-02-07T21:37Z",NA,"DEN","UAS",NA,"WOC","LFI reported an individual was flying a personal UAS on Langley AFB with no prior coordination. Security forces responded and took a statement from the individual. Individual was educated on the proper procedures for operating UASs on/near USAF installations/local airports. There was no conflict with local flying operations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-10,"01:42","2018-02-10T01:42Z","N9236H","DEN","UAS",NA,"MEM","PIC reported a blue UASin the vicinity of Memphis Stadium at 2,500 FT. No evasive action taken. LEOnotification not reported.  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-10,"07:20","2018-02-10T07:20Z","JIA5225","DEN","UAS",NA,"CLT","The aircraft reported observing 3 UAS's at the same altitude operating off of the left wing while Nbound at 5,000 feet, 13 miles NNE of Charlotte. No evasive action taken. Charlotte-Mecklenburg PD notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-10,"07:30","2018-02-10T07:30Z","N11QM","DEN","UAS",NA,"LIH","Aircraft reported 2 UAS while crossing the Napali Coast near Nuuolo. One UAS hit the belly of the helicopter. No significant damage reported. Kauai Police Department notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-11,"03:17","2018-02-11T03:17Z","FFT875","DEN","UAS",NA,"PBI","Reports observing a black UAS with a red light while Wbound at 4,000 feet passing 500 feet below, 10 miles NW of Palm Beach Airport. No evasive action taken. Palm Beach Sheriff notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-11,"06:35","2018-02-11T06:35Z","NAX7073","DEN","UAS",NA,"OAK","Reported small grey UAS off right side while on final approach to OAK RWY 30.No evasive action taken. LEO notification not reported. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-11,"07:05","2018-02-11T07:05Z","CGLCL","DEN","UAS",NA,"SEA","ReportedaUASat 9 O'clock,approximately 200feet above his position,while N bound at 3,000 feet 6 NM NE of PAE.No evasive action taken. Snohomish Co. Sheriff notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-12,"01:33","2018-02-12T01:33Z","SWR66R","DEN","UAS",NA,"MIA","Reported sighting a white UAS operating over the Miami-Dade College while at 1,800 feet, 7 miles NW of MIA. No evasive action taken. Miami-Dade PD Aviation Unit was notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-12,"03:21","2018-02-12T03:21Z","N9317","DEN","UAS",NA,"SBA","Reported observing a UAS operating 1 mileoff of the left side while Wbound at 2,000 feet, 12 miles E of Santa Barbara. No evasive action taken. Santa Barbara PD notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-12,"05:15","2018-02-12T05:15Z","N169ME","DEN","UAS",NA,"P50","Reported observing a UAS while at 3,500 feet, 3 miles NE of DVT. No evasive action taken. Unknown if LEO was notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
